#         phi         beta*phi         <Nv>_phi        <delNv^2>             dydx
     -4.93500000     -1.97848036             NaN             NaN             NaN
     -4.93400000     -1.97807946             NaN             NaN             NaN
     -4.93300000     -1.97767855             NaN             NaN             NaN
     -4.93200000     -1.97727764             NaN             NaN             NaN
     -4.93100000     -1.97687673             NaN             NaN             NaN
     -4.93000000     -1.97647582             NaN             NaN             NaN
     -4.92900000     -1.97607492             NaN             NaN             NaN
     -4.92800000     -1.97567401             NaN             NaN             NaN
     -4.92700000     -1.97527310             NaN             NaN             NaN
     -4.92600000     -1.97487219             NaN             NaN             NaN
     -4.92500000     -1.97447128             NaN             NaN             NaN
     -4.92400000     -1.97407038             NaN             NaN             NaN
     -4.92300000     -1.97366947             NaN             NaN             NaN
     -4.92200000     -1.97326856             NaN             NaN             NaN
     -4.92100000     -1.97286765             NaN             NaN             NaN
     -4.92000000     -1.97246675             NaN             NaN             NaN
     -4.91900000     -1.97206584             NaN             NaN             NaN
     -4.91800000     -1.97166493             NaN             NaN             NaN
     -4.91700000     -1.97126402             NaN             NaN             NaN
     -4.91600000     -1.97086311             NaN             NaN             NaN
     -4.91500000     -1.97046221             NaN             NaN             NaN
     -4.91400000     -1.97006130             NaN             NaN             NaN
     -4.91300000     -1.96966039             NaN             NaN             NaN
     -4.91200000     -1.96925948             NaN             NaN             NaN
     -4.91100000     -1.96885857             NaN             NaN             NaN
     -4.91000000     -1.96845767             NaN             NaN             NaN
     -4.90900000     -1.96805676             NaN             NaN             NaN
     -4.90800000     -1.96765585             NaN             NaN             NaN
     -4.90700000     -1.96725494             NaN             NaN             NaN
     -4.90600000     -1.96685404             NaN             NaN             NaN
     -4.90500000     -1.96645313             NaN             NaN             NaN
     -4.90400000     -1.96605222             NaN             NaN             NaN
     -4.90300000     -1.96565131             NaN             NaN             NaN
     -4.90200000     -1.96525040             NaN             NaN             NaN
     -4.90100000     -1.96484950             NaN             NaN             NaN
     -4.90000000     -1.96444859             NaN             NaN             NaN
     -4.89900000     -1.96404768             NaN             NaN             NaN
     -4.89800000     -1.96364677             NaN             NaN             NaN
     -4.89700000     -1.96324586             NaN             NaN             NaN
     -4.89600000     -1.96284496             NaN             NaN             NaN
     -4.89500000     -1.96244405             NaN             NaN             NaN
     -4.89400000     -1.96204314             NaN             NaN             NaN
     -4.89300000     -1.96164223             NaN             NaN             NaN
     -4.89200000     -1.96124133             NaN             NaN             NaN
     -4.89100000     -1.96084042             NaN             NaN             NaN
     -4.89000000     -1.96043951             NaN             NaN             NaN
     -4.88900000     -1.96003860             NaN             NaN             NaN
     -4.88800000     -1.95963769             NaN             NaN             NaN
     -4.88700000     -1.95923679             NaN             NaN             NaN
     -4.88600000     -1.95883588             NaN             NaN             NaN
     -4.88500000     -1.95843497             NaN             NaN             NaN
     -4.88400000     -1.95803406             NaN             NaN             NaN
     -4.88300000     -1.95763315             NaN             NaN             NaN
     -4.88200000     -1.95723225             NaN             NaN             NaN
     -4.88100000     -1.95683134             NaN             NaN             NaN
     -4.88000000     -1.95643043             NaN             NaN             NaN
     -4.87900000     -1.95602952             NaN             NaN             NaN
     -4.87800000     -1.95562861             NaN             NaN             NaN
     -4.87700000     -1.95522771             NaN             NaN             NaN
     -4.87600000     -1.95482680             NaN             NaN             NaN
     -4.87500000     -1.95442589             NaN             NaN             NaN
     -4.87400000     -1.95402498             NaN             NaN             NaN
     -4.87300000     -1.95362408             NaN             NaN             NaN
     -4.87200000     -1.95322317             NaN             NaN             NaN
     -4.87100000     -1.95282226             NaN             NaN             NaN
     -4.87000000     -1.95242135             NaN             NaN             NaN
     -4.86900000     -1.95202044             NaN             NaN             NaN
     -4.86800000     -1.95161954             NaN             NaN             NaN
     -4.86700000     -1.95121863             NaN             NaN             NaN
     -4.86600000     -1.95081772             NaN             NaN             NaN
     -4.86500000     -1.95041681             NaN             NaN             NaN
     -4.86400000     -1.95001590             NaN             NaN             NaN
     -4.86300000     -1.94961500             NaN             NaN             NaN
     -4.86200000     -1.94921409             NaN             NaN             NaN
     -4.86100000     -1.94881318             NaN             NaN             NaN
     -4.86000000     -1.94841227             NaN             NaN             NaN
     -4.85900000     -1.94801137             NaN             NaN             NaN
     -4.85800000     -1.94761046             NaN             NaN             NaN
     -4.85700000     -1.94720955             NaN             NaN             NaN
     -4.85600000     -1.94680864             NaN             NaN             NaN
     -4.85500000     -1.94640773             NaN             NaN             NaN
     -4.85400000     -1.94600683             NaN             NaN             NaN
     -4.85300000     -1.94560592             NaN             NaN             NaN
     -4.85200000     -1.94520501             NaN             NaN             NaN
     -4.85100000     -1.94480410             NaN             NaN             NaN
     -4.85000000     -1.94440319             NaN             NaN             NaN
     -4.84900000     -1.94400229             NaN             NaN             NaN
     -4.84800000     -1.94360138             NaN             NaN             NaN
     -4.84700000     -1.94320047             NaN             NaN             NaN
     -4.84600000     -1.94279956             NaN             NaN             NaN
     -4.84500000     -1.94239865             NaN             NaN             NaN
     -4.84400000     -1.94199775             NaN             NaN             NaN
     -4.84300000     -1.94159684             NaN             NaN             NaN
     -4.84200000     -1.94119593             NaN             NaN             NaN
     -4.84100000     -1.94079502             NaN             NaN             NaN
     -4.84000000     -1.94039412             NaN             NaN             NaN
     -4.83900000     -1.93999321             NaN             NaN             NaN
     -4.83800000     -1.93959230             NaN             NaN             NaN
     -4.83700000     -1.93919139             NaN             NaN             NaN
     -4.83600000     -1.93879048             NaN             NaN             NaN
     -4.83500000     -1.93838958             NaN             NaN             NaN
     -4.83400000     -1.93798867             NaN             NaN             NaN
     -4.83300000     -1.93758776             NaN             NaN             NaN
     -4.83200000     -1.93718685             NaN             NaN             NaN
     -4.83100000     -1.93678594             NaN             NaN             NaN
     -4.83000000     -1.93638504             NaN             NaN             NaN
     -4.82900000     -1.93598413             NaN             NaN             NaN
     -4.82800000     -1.93558322             NaN             NaN             NaN
     -4.82700000     -1.93518231             NaN             NaN             NaN
     -4.82600000     -1.93478141             NaN             NaN             NaN
     -4.82500000     -1.93438050             NaN             NaN             NaN
     -4.82400000     -1.93397959             NaN             NaN             NaN
     -4.82300000     -1.93357868             NaN             NaN             NaN
     -4.82200000     -1.93317777             NaN             NaN             NaN
     -4.82100000     -1.93277687             NaN             NaN             NaN
     -4.82000000     -1.93237596             NaN             NaN             NaN
     -4.81900000     -1.93197505             NaN             NaN             NaN
     -4.81800000     -1.93157414             NaN             NaN             NaN
     -4.81700000     -1.93117323             NaN             NaN             NaN
     -4.81600000     -1.93077233             NaN             NaN             NaN
     -4.81500000     -1.93037142             NaN             NaN             NaN
     -4.81400000     -1.92997051             NaN             NaN             NaN
     -4.81300000     -1.92956960             NaN             NaN             NaN
     -4.81200000     -1.92916870             NaN             NaN             NaN
     -4.81100000     -1.92876779             NaN             NaN             NaN
     -4.81000000     -1.92836688             NaN             NaN             NaN
     -4.80900000     -1.92796597             NaN             NaN             NaN
     -4.80800000     -1.92756506             NaN             NaN             NaN
     -4.80700000     -1.92716416             NaN             NaN             NaN
     -4.80600000     -1.92676325             NaN             NaN             NaN
     -4.80500000     -1.92636234             NaN             NaN             NaN
     -4.80400000     -1.92596143             NaN             NaN             NaN
     -4.80300000     -1.92556052             NaN             NaN             NaN
     -4.80200000     -1.92515962             NaN             NaN             NaN
     -4.80100000     -1.92475871             NaN             NaN             NaN
     -4.80000000     -1.92435780             NaN             NaN             NaN
     -4.79900000     -1.92395689             NaN             NaN             NaN
     -4.79800000     -1.92355598             NaN             NaN             NaN
     -4.79700000     -1.92315508             NaN             NaN             NaN
     -4.79600000     -1.92275417             NaN             NaN             NaN
     -4.79500000     -1.92235326             NaN             NaN             NaN
     -4.79400000     -1.92195235             NaN             NaN             NaN
     -4.79300000     -1.92155145             NaN             NaN             NaN
     -4.79200000     -1.92115054             NaN             NaN             NaN
     -4.79100000     -1.92074963             NaN             NaN             NaN
     -4.79000000     -1.92034872             NaN             NaN             NaN
     -4.78900000     -1.91994781             NaN             NaN             NaN
     -4.78800000     -1.91954691             NaN             NaN             NaN
     -4.78700000     -1.91914600             NaN             NaN             NaN
     -4.78600000     -1.91874509             NaN             NaN             NaN
     -4.78500000     -1.91834418             NaN             NaN             NaN
     -4.78400000     -1.91794327             NaN             NaN             NaN
     -4.78300000     -1.91754237             NaN             NaN             NaN
     -4.78200000     -1.91714146             NaN             NaN             NaN
     -4.78100000     -1.91674055             NaN             NaN             NaN
     -4.78000000     -1.91633964             NaN             NaN             NaN
     -4.77900000     -1.91593874             NaN             NaN             NaN
     -4.77800000     -1.91553783             NaN             NaN             NaN
     -4.77700000     -1.91513692             NaN             NaN             NaN
     -4.77600000     -1.91473601             NaN             NaN             NaN
     -4.77500000     -1.91433510             NaN             NaN             NaN
     -4.77400000     -1.91393420             NaN             NaN             NaN
     -4.77300000     -1.91353329             NaN             NaN             NaN
     -4.77200000     -1.91313238             NaN             NaN             NaN
     -4.77100000     -1.91273147             NaN             NaN             NaN
     -4.77000000     -1.91233056             NaN             NaN             NaN
     -4.76900000     -1.91192966             NaN             NaN             NaN
     -4.76800000     -1.91152875             NaN             NaN             NaN
     -4.76700000     -1.91112784             NaN             NaN             NaN
     -4.76600000     -1.91072693             NaN             NaN             NaN
     -4.76500000     -1.91032602             NaN             NaN             NaN
     -4.76400000     -1.90992512             NaN             NaN             NaN
     -4.76300000     -1.90952421             NaN             NaN             NaN
     -4.76200000     -1.90912330             NaN             NaN             NaN
     -4.76100000     -1.90872239             NaN             NaN             NaN
     -4.76000000     -1.90832149             NaN             NaN             NaN
     -4.75900000     -1.90792058             NaN             NaN             NaN
     -4.75800000     -1.90751967             NaN             NaN             NaN
     -4.75700000     -1.90711876             NaN             NaN             NaN
     -4.75600000     -1.90671785             NaN             NaN             NaN
     -4.75500000     -1.90631695             NaN             NaN             NaN
     -4.75400000     -1.90591604             NaN             NaN             NaN
     -4.75300000     -1.90551513             NaN             NaN             NaN
     -4.75200000     -1.90511422             NaN             NaN             NaN
     -4.75100000     -1.90471331             NaN             NaN             NaN
     -4.75000000     -1.90431241             NaN             NaN             NaN
     -4.74900000     -1.90391150             NaN             NaN             NaN
     -4.74800000     -1.90351059             NaN             NaN             NaN
     -4.74700000     -1.90310968             NaN             NaN             NaN
     -4.74600000     -1.90270878             NaN             NaN             NaN
     -4.74500000     -1.90230787             NaN             NaN             NaN
     -4.74400000     -1.90190696             NaN             NaN             NaN
     -4.74300000     -1.90150605             NaN             NaN             NaN
     -4.74200000     -1.90110514             NaN             NaN             NaN
     -4.74100000     -1.90070424             NaN             NaN             NaN
     -4.74000000     -1.90030333             NaN             NaN             NaN
     -4.73900000     -1.89990242             NaN             NaN             NaN
     -4.73800000     -1.89950151             NaN             NaN             NaN
     -4.73700000     -1.89910060             NaN             NaN             NaN
     -4.73600000     -1.89869970             NaN             NaN             NaN
     -4.73500000     -1.89829879             NaN             NaN             NaN
     -4.73400000     -1.89789788             NaN             NaN             NaN
     -4.73300000     -1.89749697             NaN             NaN             NaN
     -4.73200000     -1.89709607             NaN             NaN             NaN
     -4.73100000     -1.89669516             NaN             NaN             NaN
     -4.73000000     -1.89629425             NaN             NaN             NaN
     -4.72900000     -1.89589334             NaN             NaN             NaN
     -4.72800000     -1.89549243             NaN             NaN             NaN
     -4.72700000     -1.89509153             NaN             NaN             NaN
     -4.72600000     -1.89469062             NaN             NaN             NaN
     -4.72500000     -1.89428971             NaN             NaN             NaN
     -4.72400000     -1.89388880             NaN             NaN             NaN
     -4.72300000     -1.89348789             NaN             NaN             NaN
     -4.72200000     -1.89308699             NaN             NaN             NaN
     -4.72100000     -1.89268608             NaN             NaN             NaN
     -4.72000000     -1.89228517             NaN             NaN             NaN
     -4.71900000     -1.89188426             NaN             NaN             NaN
     -4.71800000     -1.89148335             NaN             NaN             NaN
     -4.71700000     -1.89108245             NaN             NaN             NaN
     -4.71600000     -1.89068154             NaN             NaN             NaN
     -4.71500000     -1.89028063             NaN             NaN             NaN
     -4.71400000     -1.88987972             NaN             NaN             NaN
     -4.71300000     -1.88947882             NaN             NaN             NaN
     -4.71200000     -1.88907791             NaN             NaN             NaN
     -4.71100000     -1.88867700             NaN             NaN             NaN
     -4.71000000     -1.88827609             NaN             NaN             NaN
     -4.70900000     -1.88787518             NaN             NaN             NaN
     -4.70800000     -1.88747428             NaN             NaN             NaN
     -4.70700000     -1.88707337             NaN             NaN             NaN
     -4.70600000     -1.88667246             NaN             NaN             NaN
     -4.70500000     -1.88627155             NaN             NaN             NaN
     -4.70400000     -1.88587064             NaN             NaN             NaN
     -4.70300000     -1.88546974             NaN             NaN             NaN
     -4.70200000     -1.88506883             NaN             NaN             NaN
     -4.70100000     -1.88466792             NaN             NaN             NaN
     -4.70000000     -1.88426701             NaN             NaN             NaN
     -4.69900000     -1.88386611             NaN             NaN             NaN
     -4.69800000     -1.88346520             NaN             NaN             NaN
     -4.69700000     -1.88306429             NaN             NaN             NaN
     -4.69600000     -1.88266338             NaN             NaN             NaN
     -4.69500000     -1.88226247             NaN             NaN             NaN
     -4.69400000     -1.88186157             NaN             NaN             NaN
     -4.69300000     -1.88146066             NaN             NaN             NaN
     -4.69200000     -1.88105975             NaN             NaN             NaN
     -4.69100000     -1.88065884             NaN             NaN             NaN
     -4.69000000     -1.88025793             NaN             NaN             NaN
     -4.68900000     -1.87985703             NaN             NaN             NaN
     -4.68800000     -1.87945612             NaN             NaN             NaN
     -4.68700000     -1.87905521             NaN             NaN             NaN
     -4.68600000     -1.87865430             NaN             NaN             NaN
     -4.68500000     -1.87825339             NaN             NaN             NaN
     -4.68400000     -1.87785249             NaN             NaN             NaN
     -4.68300000     -1.87745158             NaN             NaN             NaN
     -4.68200000     -1.87705067             NaN             NaN             NaN
     -4.68100000     -1.87664976             NaN             NaN             NaN
     -4.68000000     -1.87624886             NaN             NaN             NaN
     -4.67900000     -1.87584795             NaN             NaN             NaN
     -4.67800000     -1.87544704             NaN             NaN             NaN
     -4.67700000     -1.87504613             NaN             NaN             NaN
     -4.67600000     -1.87464522             NaN             NaN             NaN
     -4.67500000     -1.87424432             NaN             NaN             NaN
     -4.67400000     -1.87384341             NaN             NaN             NaN
     -4.67300000     -1.87344250             NaN             NaN             NaN
     -4.67200000     -1.87304159             NaN             NaN             NaN
     -4.67100000     -1.87264068             NaN             NaN             NaN
     -4.67000000     -1.87223978             NaN             NaN             NaN
     -4.66900000     -1.87183887             NaN             NaN             NaN
     -4.66800000     -1.87143796             NaN             NaN             NaN
     -4.66700000     -1.87103705             NaN             NaN             NaN
     -4.66600000     -1.87063615             NaN             NaN             NaN
     -4.66500000     -1.87023524             NaN             NaN             NaN
     -4.66400000     -1.86983433             NaN             NaN             NaN
     -4.66300000     -1.86943342             NaN             NaN             NaN
     -4.66200000     -1.86903251             NaN             NaN             NaN
     -4.66100000     -1.86863161             NaN             NaN             NaN
     -4.66000000     -1.86823070             NaN             NaN             NaN
     -4.65900000     -1.86782979             NaN             NaN             NaN
     -4.65800000     -1.86742888             NaN             NaN             NaN
     -4.65700000     -1.86702797             NaN             NaN             NaN
     -4.65600000     -1.86662707             NaN             NaN             NaN
     -4.65500000     -1.86622616             NaN             NaN             NaN
     -4.65400000     -1.86582525             NaN             NaN             NaN
     -4.65300000     -1.86542434             NaN             NaN             NaN
     -4.65200000     -1.86502344             NaN             NaN             NaN
     -4.65100000     -1.86462253             NaN             NaN             NaN
     -4.65000000     -1.86422162             NaN             NaN             NaN
     -4.64900000     -1.86382071             NaN             NaN             NaN
     -4.64800000     -1.86341980             NaN             NaN             NaN
     -4.64700000     -1.86301890             NaN             NaN             NaN
     -4.64600000     -1.86261799             NaN             NaN             NaN
     -4.64500000     -1.86221708             NaN             NaN             NaN
     -4.64400000     -1.86181617             NaN             NaN             NaN
     -4.64300000     -1.86141526             NaN             NaN             NaN
     -4.64200000     -1.86101436             NaN             NaN             NaN
     -4.64100000     -1.86061345             NaN             NaN             NaN
     -4.64000000     -1.86021254             NaN             NaN             NaN
     -4.63900000     -1.85981163             NaN             NaN             NaN
     -4.63800000     -1.85941072             NaN             NaN             NaN
     -4.63700000     -1.85900982             NaN             NaN             NaN
     -4.63600000     -1.85860891             NaN             NaN             NaN
     -4.63500000     -1.85820800             NaN             NaN             NaN
     -4.63400000     -1.85780709             NaN             NaN             NaN
     -4.63300000     -1.85740619             NaN             NaN             NaN
     -4.63200000     -1.85700528             NaN             NaN             NaN
     -4.63100000     -1.85660437             NaN             NaN             NaN
     -4.63000000     -1.85620346             NaN             NaN             NaN
     -4.62900000     -1.85580255             NaN             NaN             NaN
     -4.62800000     -1.85540165             NaN             NaN             NaN
     -4.62700000     -1.85500074             NaN             NaN             NaN
     -4.62600000     -1.85459983             NaN             NaN             NaN
     -4.62500000     -1.85419892             NaN             NaN             NaN
     -4.62400000     -1.85379801             NaN             NaN             NaN
     -4.62300000     -1.85339711             NaN             NaN             NaN
     -4.62200000     -1.85299620             NaN             NaN             NaN
     -4.62100000     -1.85259529             NaN             NaN             NaN
     -4.62000000     -1.85219438             NaN             NaN             NaN
     -4.61900000     -1.85179348             NaN             NaN             NaN
     -4.61800000     -1.85139257             NaN             NaN             NaN
     -4.61700000     -1.85099166             NaN             NaN             NaN
     -4.61600000     -1.85059075             NaN             NaN             NaN
     -4.61500000     -1.85018984             NaN             NaN             NaN
     -4.61400000     -1.84978894             NaN             NaN             NaN
     -4.61300000     -1.84938803             NaN             NaN             NaN
     -4.61200000     -1.84898712             NaN             NaN             NaN
     -4.61100000     -1.84858621             NaN             NaN             NaN
     -4.61000000     -1.84818530             NaN             NaN             NaN
     -4.60900000     -1.84778440             NaN             NaN             NaN
     -4.60800000     -1.84738349             NaN             NaN             NaN
     -4.60700000     -1.84698258             NaN             NaN             NaN
     -4.60600000     -1.84658167             NaN             NaN             NaN
     -4.60500000     -1.84618076             NaN             NaN             NaN
     -4.60400000     -1.84577986             NaN             NaN             NaN
     -4.60300000     -1.84537895             NaN             NaN             NaN
     -4.60200000     -1.84497804             NaN             NaN             NaN
     -4.60100000     -1.84457713             NaN             NaN             NaN
     -4.60000000     -1.84417623             NaN             NaN             NaN
     -4.59900000     -1.84377532             NaN             NaN             NaN
     -4.59800000     -1.84337441             NaN             NaN             NaN
     -4.59700000     -1.84297350             NaN             NaN             NaN
     -4.59600000     -1.84257259             NaN             NaN             NaN
     -4.59500000     -1.84217169             NaN             NaN             NaN
     -4.59400000     -1.84177078             NaN             NaN             NaN
     -4.59300000     -1.84136987             NaN             NaN             NaN
     -4.59200000     -1.84096896             NaN             NaN             NaN
     -4.59100000     -1.84056805             NaN             NaN             NaN
     -4.59000000     -1.84016715             NaN             NaN             NaN
     -4.58900000     -1.83976624             NaN             NaN             NaN
     -4.58800000     -1.83936533             NaN             NaN             NaN
     -4.58700000     -1.83896442             NaN             NaN             NaN
     -4.58600000     -1.83856352             NaN             NaN             NaN
     -4.58500000     -1.83816261             NaN             NaN             NaN
     -4.58400000     -1.83776170             NaN             NaN             NaN
     -4.58300000     -1.83736079             NaN             NaN             NaN
     -4.58200000     -1.83695988             NaN             NaN             NaN
     -4.58100000     -1.83655898             NaN             NaN             NaN
     -4.58000000     -1.83615807             NaN             NaN             NaN
     -4.57900000     -1.83575716             NaN             NaN             NaN
     -4.57800000     -1.83535625             NaN             NaN             NaN
     -4.57700000     -1.83495534             NaN             NaN             NaN
     -4.57600000     -1.83455444             NaN             NaN             NaN
     -4.57500000     -1.83415353             NaN             NaN             NaN
     -4.57400000     -1.83375262             NaN             NaN             NaN
     -4.57300000     -1.83335171             NaN             NaN             NaN
     -4.57200000     -1.83295081             NaN             NaN             NaN
     -4.57100000     -1.83254990             NaN             NaN             NaN
     -4.57000000     -1.83214899             NaN             NaN             NaN
     -4.56900000     -1.83174808             NaN             NaN             NaN
     -4.56800000     -1.83134717             NaN             NaN             NaN
     -4.56700000     -1.83094627             NaN             NaN             NaN
     -4.56600000     -1.83054536             NaN             NaN             NaN
     -4.56500000     -1.83014445             NaN             NaN             NaN
     -4.56400000     -1.82974354             NaN             NaN             NaN
     -4.56300000     -1.82934263             NaN             NaN             NaN
     -4.56200000     -1.82894173             NaN             NaN             NaN
     -4.56100000     -1.82854082             NaN             NaN             NaN
     -4.56000000     -1.82813991             NaN             NaN             NaN
     -4.55900000     -1.82773900             NaN             NaN             NaN
     -4.55800000     -1.82733809             NaN             NaN             NaN
     -4.55700000     -1.82693719             NaN             NaN             NaN
     -4.55600000     -1.82653628             NaN             NaN             NaN
     -4.55500000     -1.82613537             NaN             NaN             NaN
     -4.55400000     -1.82573446             NaN             NaN             NaN
     -4.55300000     -1.82533356             NaN             NaN             NaN
     -4.55200000     -1.82493265             NaN             NaN             NaN
     -4.55100000     -1.82453174             NaN             NaN             NaN
     -4.55000000     -1.82413083             NaN             NaN             NaN
     -4.54900000     -1.82372992             NaN             NaN             NaN
     -4.54800000     -1.82332902             NaN             NaN             NaN
     -4.54700000     -1.82292811             NaN             NaN             NaN
     -4.54600000     -1.82252720             NaN             NaN             NaN
     -4.54500000     -1.82212629             NaN             NaN             NaN
     -4.54400000     -1.82172538             NaN             NaN             NaN
     -4.54300000     -1.82132448             NaN             NaN             NaN
     -4.54200000     -1.82092357             NaN             NaN             NaN
     -4.54100000     -1.82052266             NaN             NaN             NaN
     -4.54000000     -1.82012175             NaN             NaN             NaN
     -4.53900000     -1.81972085             NaN             NaN             NaN
     -4.53800000     -1.81931994             NaN             NaN             NaN
     -4.53700000     -1.81891903             NaN             NaN             NaN
     -4.53600000     -1.81851812             NaN             NaN             NaN
     -4.53500000     -1.81811721             NaN             NaN             NaN
     -4.53400000     -1.81771631             NaN             NaN             NaN
     -4.53300000     -1.81731540             NaN             NaN             NaN
     -4.53200000     -1.81691449             NaN             NaN             NaN
     -4.53100000     -1.81651358             NaN             NaN             NaN
     -4.53000000     -1.81611267             NaN             NaN             NaN
     -4.52900000     -1.81571177             NaN             NaN             NaN
     -4.52800000     -1.81531086             NaN             NaN             NaN
     -4.52700000     -1.81490995             NaN             NaN             NaN
     -4.52600000     -1.81450904             NaN             NaN             NaN
     -4.52500000     -1.81410813             NaN             NaN             NaN
     -4.52400000     -1.81370723             NaN             NaN             NaN
     -4.52300000     -1.81330632             NaN             NaN             NaN
     -4.52200000     -1.81290541             NaN             NaN             NaN
     -4.52100000     -1.81250450             NaN             NaN             NaN
     -4.52000000     -1.81210360             NaN             NaN             NaN
     -4.51900000     -1.81170269             NaN             NaN             NaN
     -4.51800000     -1.81130178             NaN             NaN             NaN
     -4.51700000     -1.81090087             NaN             NaN             NaN
     -4.51600000     -1.81049996             NaN             NaN             NaN
     -4.51500000     -1.81009906             NaN             NaN             NaN
     -4.51400000     -1.80969815             NaN             NaN             NaN
     -4.51300000     -1.80929724             NaN             NaN             NaN
     -4.51200000     -1.80889633             NaN             NaN             NaN
     -4.51100000     -1.80849542             NaN             NaN             NaN
     -4.51000000     -1.80809452             NaN             NaN             NaN
     -4.50900000     -1.80769361             NaN             NaN             NaN
     -4.50800000     -1.80729270             NaN             NaN             NaN
     -4.50700000     -1.80689179             NaN             NaN             NaN
     -4.50600000     -1.80649089             NaN             NaN             NaN
     -4.50500000     -1.80608998             NaN             NaN             NaN
     -4.50400000     -1.80568907             NaN             NaN             NaN
     -4.50300000     -1.80528816             NaN             NaN             NaN
     -4.50200000     -1.80488725             NaN             NaN             NaN
     -4.50100000     -1.80448635             NaN             NaN             NaN
     -4.50000000     -1.80408544             NaN             NaN             NaN
     -4.49900000     -1.80368453             NaN             NaN             NaN
     -4.49800000     -1.80328362             NaN             NaN             NaN
     -4.49700000     -1.80288271             NaN             NaN             NaN
     -4.49600000     -1.80248181             NaN             NaN             NaN
     -4.49500000     -1.80208090             NaN             NaN             NaN
     -4.49400000     -1.80167999             NaN             NaN             NaN
     -4.49300000     -1.80127908             NaN             NaN             NaN
     -4.49200000     -1.80087818             NaN             NaN             NaN
     -4.49100000     -1.80047727             NaN             NaN             NaN
     -4.49000000     -1.80007636             NaN             NaN             NaN
     -4.48900000     -1.79967545             NaN             NaN             NaN
     -4.48800000     -1.79927454             NaN             NaN             NaN
     -4.48700000     -1.79887364             NaN             NaN             NaN
     -4.48600000     -1.79847273             NaN             NaN             NaN
     -4.48500000     -1.79807182             NaN             NaN             NaN
